#      ID           Name         RA        DEC      X      Y       F_int     F_peak  F_int(fit)  F_pk(fit)  Maj(fit)  Min(fit) P.A.(fit) Maj(fit_deconv.)   Min(fit_deconv.) P.A.(fit_deconv.)      Alpha      Beta  Chisq(fit)  RMS(image)  RMS(fit) Nfree(fit) NDoF(fit) NPix(fit) NPix(obj) Guess?
#      --             --      [deg]      [deg]  [pix]  [pix]        [Jy]  [Jy/beam]        [Jy]  [Jy/beam]  [arcsec]  [arcsec]     [deg]         [arcsec]           [arcsec]             [deg]         --        --          --   [Jy/beam] [Jy/beam]         --        --        --        --     --
     104a J122137-455647 185.405561 -45.945796 1548.2  676.8     0.00392     0.0039      0.0067     0.0039    92.278    48.521      2.36           75.213            0.00000            352.75   1.065453   0.00000      3.8278     0.00040     0.292          6        38        45        45      0
     105a J122137-454124 185.405866 -45.690091 1550.5  768.8     0.00488     0.0058      0.0072     0.0061    61.730    49.620    150.83           23.789           18.22035            298.02   1.766655   0.00000      1.3082     0.00044     0.183          6        32        39        39      0
     106a J122138-445726 185.409236 -44.957306 1556.5 1032.5     0.00544     0.0070      0.0093     0.0073    66.943    49.532    166.59           37.567           12.19840            316.91   0.002753   0.00000      0.5194     0.00076     0.125          6        26        33        33      0
     107a J122138-445954 185.410014 -44.998517 1555.9 1017.7     0.05950     0.0587      0.0652     0.0610    61.168    45.081    149.18           17.669            9.31674            296.68  -1.038262   0.00000    106.0540     0.00080     1.159          6        72        79        79      0
     108a J122140-433456 185.419760 -43.582231 1566.4 1527.4     0.01059     0.0107      0.0149     0.0111    73.653    46.866    157.00           45.378           13.68057            307.91   0.003871   0.00193      1.7246     0.00080     0.188          6        42        49        49      0
     109a J122142-461726 185.428826 -46.290742 1539.1  552.8     0.00975     0.0106      0.0118     0.0106    61.150    46.876    147.93           17.419           16.07720            295.32  -0.774959   0.00000      7.4394     0.00041     0.361          6        50        57        57      0
     110a J122145-455737 185.440461 -45.960260 1539.3  671.8     0.01360     0.0139      0.0156     0.0145    60.384    45.856    150.62           16.584            9.95667            298.04   0.695408   0.00000     20.3304     0.00037     0.555          6        59        66        66      0
     111a J122152-441817 185.465665 -44.303931 1548.0 1268.0     0.40213     0.3946      0.3946     0.3946    58.661    43.973    147.38            0.012            0.00055            294.77  -1.617597   0.00000    999.0000     0.00081     0.000          0         0         0       126      1
     112a J122158-430440 185.492463 -43.077930 1551.8 1709.3     0.20413     0.1939      0.2181     0.2015    60.841    45.883    148.51           16.431           12.73761            295.92  -3.255569   0.00000    210.4072     0.00176     1.512          6        85        92        92      0
     113a J122200-431815 185.501910 -43.304236 1547.4 1627.9     0.00911     0.0105      0.0141     0.0108    65.048    51.897    135.77           32.892           21.63270            283.04  -0.004601   0.00000      0.8823     0.00096     0.149          6        33        40        40      0
     114a J122200-435643 185.504977 -43.946148 1541.0 1397.0     0.24027     0.2394      0.2394     0.2394    58.661    43.973    147.38            0.012            0.00055            294.77  -0.799079   0.00000    999.0000     0.00081     0.000          0         0         0       105      1
     115a J122203-455251 185.514848 -45.881171 1521.4  700.7     0.00808     0.0088      0.0099     0.0093    61.749    44.336    146.68           19.314            5.55430            293.99   0.233302   0.00000      3.6296     0.00040     0.262          6        46        53        53      0
     116a J122205-434037 185.524652 -43.676977 1538.2 1494.0     0.01671     0.0149      0.0217     0.0154    71.255    50.964    147.85           40.452           25.75804            295.35   0.006009   0.00000      4.9724     0.00077     0.286          6        54        61        61      0
     117a J122206-465642 185.527101 -46.945192 1508.8  318.0     0.01856     0.0201      0.0236     0.0206    64.200    46.084    149.01           26.181           13.60963            296.63  -1.836257   0.00000      3.0209     0.00101     0.241          6        45        52        52      0
     118a J122207-451102 185.531338 -45.183902 1523.4  951.7     0.00239     0.0050      0.0060     0.0052    69.559    42.703    164.92           40.420            0.00000            318.31  -0.004354   0.00000      0.0316     0.00081     0.043          6        10        17        17      0
     119a J122209-450332 185.539983 -45.058954 1522.3  996.7     0.01154     0.0130      0.0156     0.0134    65.275    46.275    138.58           30.402           10.15863            284.46  -0.035362   0.00000      2.0161     0.00085     0.209          6        39        46        46      0
     120a J122212-444035 185.553560 -44.676455 1522.2 1134.5     0.03136     0.0304      0.0364     0.0318    64.146    46.039    150.62           26.314           12.92622            298.45  -0.438836   0.00000     25.6834     0.00079     0.619          6        60        67        67      0
     121a J122217-464506 185.571035 -46.751418 1499.7  387.9     0.00168     0.0036      0.0052     0.0037    80.417    45.365    152.22           55.154           10.40073            301.99   0.018430   0.00000      0.0058     0.00056     0.019          6         9        16        16      0
     122a J122219-451003 185.582154 -45.168014 1510.7  957.8     0.00305     0.0047      0.0113     0.0046   193.948    32.935     12.59          186.947            0.00000             22.81  -0.181221   0.00000      2.0055     0.00079     0.295          6        16        23        23      0
     123a J122221-435328 185.589571 -43.891570 1519.5 1417.2     0.01014     0.0117      0.0137     0.0123    61.784    46.463    145.24           19.915           14.30736            292.52   0.000415   0.00000      3.2389     0.00072     0.271          6        37        44        44      0
     124a J122224-465900 185.600275 -46.983361 1490.5  304.7     0.15411     0.1415      0.1590     0.1449    60.512    46.755    157.29           22.215            0.00000            304.56  -3.066957   0.00000    313.4567     0.00111     1.688          6       103       110       110      0
     125a J122226-450125 185.611499 -45.023545 1504.4 1009.9     0.00288     0.0051      0.0068     0.0052    69.169    48.430    146.46           36.663           20.26959            293.63   0.007491   0.00000      0.0866     0.00073     0.064          6        14        21        21      0
     126a J122227-430638 185.612293 -43.110559 1520.0 1698.3     0.02536     0.0266      0.0359     0.0274    69.188    48.734    145.14           36.770           20.86330            292.00   0.019693   0.00000      2.8137     0.00164     0.245          6        40        47        47      0
     127a J122228-451100 185.615913 -45.181784 1502.0  953.0     0.64750     0.5511      0.5511     0.5511    58.661    43.973    147.38            0.012            0.00055            294.77  -1.619094   0.00000    999.0000     0.00077     0.000          0         0         0       155      1
     128a J122229-445716 185.620454 -44.954674 1502.7 1034.8     0.00182     0.0041      0.0049     0.0042    65.820    45.902    151.19           30.186           12.38552            299.31   0.030060   0.00000      0.0114     0.00068     0.027          6         9        16        16      0
     129a J122229-424452 185.608357 -42.747095 1524.0 1829.0     0.09525     0.0301      0.0301     0.0301    58.661    43.973    147.38            0.012            0.00055            294.77   0.018220   0.00000    999.0000     0.00318     0.000          0         0         0       129      1
     130a J122232-442330 185.635891 -44.391573 1503.5 1237.5     0.02729     0.0283      0.0319     0.0300    61.548    44.497    149.30           18.889            6.04586            296.86  -0.508112  -0.38314     21.7591     0.00088     0.597          6        54        61        61      0
     131a J122236-451213 185.650988 -45.204230 1492.9  945.1     0.00206     0.0053      0.0047     0.0053    68.101    33.758     15.75           46.749            0.00000              7.24  -0.076450   0.00000      0.2006     0.00073     0.116          6         8        15        15      0
     132a J122236-464646 185.653461 -46.779770 1479.1  378.2     0.02239     0.0249      0.0253     0.0253    58.983    43.781    151.20           10.779            0.00000            298.65  -1.198616   0.00000     10.7594     0.00058     0.410          6        57        64        64      0
     133a J122236-425907 185.653108 -42.984885 1510.3 1743.7     0.03093     0.0311      0.0454     0.0319    73.560    49.891    149.99           44.456           23.43337            298.21   0.009276   0.00000      1.7710     0.00220     0.192          6        41        48        48      0
     134a J122240-463327 185.670057 -46.557756 1476.9  458.2     0.01155     0.0119      0.0136     0.0120    62.704    46.431    141.94           23.700           12.29849            288.88  -0.380372   0.00000      4.8219     0.00042     0.277          6        56        63        63      0
     135a J122244-445337 185.684608 -44.893782 1486.9 1057.1     0.04410     0.0450      0.0485     0.0462    60.232    44.948    146.08           14.073            8.68211            293.42  -0.775474   0.00000     71.6576     0.00063     0.971          6        69        76        76      0
     136a J122245-443958 185.687919 -44.666141 1487.9 1139.0     0.03366     0.0331      0.0382     0.0341    62.339    46.418    146.57           21.151           14.78849            293.90  -0.530816   0.00000     31.0616     0.00073     0.661          6        64        71        71      0
     137a J122246-430909 185.692168 -43.152471 1498.7 1683.7     0.01236     0.0129      0.0225     0.0131    81.035    54.642    170.42           58.886           26.64541            327.63   0.006680   0.00000      0.5773     0.00137     0.120          6        33        40        40      0
     138a J122253-454312 185.724646 -45.720328 1470.1  759.8     0.00339     0.0043      0.0067     0.0042   136.472    30.468    106.18          125.974            0.00000            217.14  -0.445275  -0.32177      9.5990     0.00046     0.539          6        26        33        33      0
     139a J122256-454007 185.737317 -45.669213 1467.4  778.3     0.00156     0.0031      0.0060     0.0030   118.198    43.460    102.54          106.424            0.00000            212.19  -1.294995   0.00000      1.7413     0.00047     0.311          6        11        18        18      0
     140a J122257-454147 185.737955 -45.694969 1467.0  769.0     0.31847     0.2049      0.2049     0.2049    58.661    43.973    147.38            0.012            0.00055            294.77  -1.697946   0.00000    999.0000     0.00047     0.000          0         0         0       180      1
     141a J122257-433920 185.741086 -43.655493 1482.1 1503.0     0.00580     0.0081      0.0099     0.0082    70.278    44.534    154.31           39.258            2.51511            303.94  -0.016133   0.00000      0.2397     0.00075     0.088          6        24        31        31      0
